id,base_model
RichardErkhov/abbas_-_gpt2-horror-stories-gguf,abbas/gpt2-horror-stories/
MaziyarPanahi/llm_3_2_flux_prompt-GGUF,ABDALLALSWAITI/llm_3_2_flux_prompt
TheBloke/Tinyllama-2-1b-miniguanaco-GPTQ,abdgrt/Tinyllama-2-1b-miniguanaco
TheBloke/Tinyllama-2-1b-miniguanaco-AWQ,abdgrt/Tinyllama-2-1b-miniguanaco
TheBloke/Tinyllama-2-1b-miniguanaco-GGUF,abdgrt/Tinyllama-2-1b-miniguanaco
RichardErkhov/AbdullahTarek_-_Naruto_Llama-3-8B-gguf,AbdullahTarek/Naruto_Llama-3-8B/
RichardErkhov/abdulmannan-01_-_gemma-2-2b-finetuned-for-json-generation-gguf,abdulmannan-01/gemma-2-2b-finetuned-for-json-generation/
RichardErkhov/abdulmannan-01_-_Llama-3.2-1b-finetuned-for-json-function-calling-awq,abdulmannan-01/Llama-3.2-1b-finetuned-for-json-function-calling/
RichardErkhov/abdulmannan-01_-_qwen-2.5-1.5b-finetuned-for-sql-generation-awq,abdulmannan-01/qwen-2.5-1.5b-finetuned-for-sql-generation/
RichardErkhov/abdulmannan-01_-_qwen-2.5-1.5b-finetuned-for-sql-generation-gguf,abdulmannan-01/qwen-2.5-1.5b-finetuned-for-sql-generation/
RichardErkhov/abdulmannan-01_-_qwen-2.5-3b-finetuned-for-json-generation-gguf,abdulmannan-01/qwen-2.5-3b-finetuned-for-json-generation/
RichardErkhov/abdymazhit_-_tinyllama-16b-awq,abdymazhit/tinyllama-16b/
RichardErkhov/abelsr1710_-_qwen_2.5_1.5B_json_complete_1180_kosmos-gguf,abelsr1710/qwen_2.5_1.5B_json_complete_1180_kosmos/
RichardErkhov/abelsr1710_-_qwen2.5_1.5b_4000ocr_600kosmos_spanish-gguf,abelsr1710/qwen2.5_1.5b_4000ocr_600kosmos_spanish/
RichardErkhov/abelsr1710_-_qwen2.5_1.5b_4000ocr_600kosmos-gguf,abelsr1710/qwen2.5_1.5b_4000ocr_600kosmos/
RichardErkhov/abelsr1710_-_qwen2.5-1.5b_600docs_ocr-gguf,abelsr1710/qwen2.5-1.5b_600docs_ocr/
RichardErkhov/Abhaykoul_-_HelpingAI-Lite-4x1b-gguf,Abhaykoul/HelpingAI-Lite-4x1b/
RichardErkhov/Abhaykoul_-_Qwen1.5-0.5B-vortex-0.1-gguf,Abhaykoul/Qwen1.5-0.5B-vortex-0.1/
RichardErkhov/Abhaykoul_-_Qwen1.5-0.5B-vortex-0.1-awq,Abhaykoul/Qwen1.5-0.5B-vortex-0.1/
RichardErkhov/Abhaykoul_-_Qwen1.5-0.5B-vortex-gguf,Abhaykoul/Qwen1.5-0.5B-vortex/
RichardErkhov/Abhaykoul_-_Qwen1.5-0.5B-vortex-8bits,Abhaykoul/Qwen1.5-0.5B-vortex/
RichardErkhov/Abhaykoul_-_Qwen1.5-0.5B-vortex-4bits,Abhaykoul/Qwen1.5-0.5B-vortex/
RichardErkhov/Abhaykoul_-_Qwen1.5-0.5B-vortex-awq,Abhaykoul/Qwen1.5-0.5B-vortex/
RichardErkhov/abhinand_-_gemma-2b-it-tamil-v0.1-alpha-gguf,abhinand/gemma-2b-it-tamil-v0.1-alpha/
RichardErkhov/abhinand_-_gemma-2b-it-tamil-v0.1-alpha-awq,abhinand/gemma-2b-it-tamil-v0.1-alpha/
abhinand/gemma-2b-it-tamil-v0.1-alpha,abhinand/gemma-2b-tamil
abhinand/gemma-2b-it-tamil-v0.1-alpha-GGUF,abhinand/gemma-2b-tamil
RichardErkhov/abhinand_-_gemma-2b-tamil-gguf,abhinand/gemma-2b-tamil/
RichardErkhov/abhinand_-_gemma-2b-tamil-8bits,abhinand/gemma-2b-tamil/
RichardErkhov/abhinand_-_gemma-2b-tamil-4bits,abhinand/gemma-2b-tamil/
RichardErkhov/abhinand_-_gemma-2b-tamil-awq,abhinand/gemma-2b-tamil/
RichardErkhov/abhinand_-_Llama-3-Galen-8B-32k-v1-gguf,abhinand/Llama-3-Galen-8B-32k-v1/
RichardErkhov/abhinand_-_Llama-3-OpenBioMed-8B-dare-ties-v1.0-gguf,abhinand/Llama-3-OpenBioMed-8B-dare-ties-v1.0/
RichardErkhov/abhinand_-_Llama-3-OpenBioMed-8B-slerp-v0.3-gguf,abhinand/Llama-3-OpenBioMed-8B-slerp-v0.3/
abhinand/tamil-llama-13b-instruct-v0.1,abhinand/tamil-llama-13b-base-v0.1
abhinand/tamil-llama-7b-instruct-v0.1,abhinand/tamil-llama-7b-base-v0.1
RichardErkhov/abhinand_-_TinyLlama-1.1B-OpenHermes-2.5-Chat-v0.1-sft-gguf,abhinand/TinyLlama-1.1B-OpenHermes-2.5-Chat-v0.1-sft/
RichardErkhov/abhinand_-_TinyLlama-1.1B-OpenHermes-2.5-Chat-v0.1-sft-awq,abhinand/TinyLlama-1.1B-OpenHermes-2.5-Chat-v0.1-sft/
RichardErkhov/abhinand_-_TinyLlama-1.1B-OpenHermes-2.5-Chat-v0.1-sft-4bits,abhinand/TinyLlama-1.1B-OpenHermes-2.5-Chat-v0.1-sft/
RichardErkhov/abhinand_-_TinyLlama-1.1B-OpenHermes-2.5-Chat-v0.1-sft-8bits,abhinand/TinyLlama-1.1B-OpenHermes-2.5-Chat-v0.1-sft/
RichardErkhov/abhiramtirumala_-_DialoGPT-sarcastic-medium-8bits,abhiramtirumala/DialoGPT-sarcastic-medium/
RichardErkhov/abhiramtirumala_-_DialoGPT-sarcastic-medium-gguf,abhiramtirumala/DialoGPT-sarcastic-medium/
RichardErkhov/abhiramtirumala_-_DialoGPT-sarcastic-medium-4bits,abhiramtirumala/DialoGPT-sarcastic-medium/
RichardErkhov/abhishek_-_autotrain-mixtral7x8b-math-gguf,abhishek/autotrain-mixtral7x8b-math/
RichardErkhov/abhishek_-_autotrain-xva0j-mixtral8x7b-gguf,abhishek/autotrain-xva0j-mixtral8x7b/
RichardErkhov/abhishek_-_ccy0-2g7e-wqsa-0-gguf,abhishek/ccy0-2g7e-wqsa-0/
RichardErkhov/abhishek_-_hepu-o4zf-ravz-7-0-gguf,abhishek/hepu-o4zf-ravz-7-0/
RichardErkhov/Abhishek107_-_OFD-gguf,Abhishek107/OFD/
bartowski/AlphaMonarch-laser-exl2,abideen/AlphaMonarch-laser
osanseviero/DareVox-7B-AWQ,abideen/DareVox-7B
TheBloke/DareVox-7B-AWQ,abideen/DareVox-7B
TheBloke/DareVox-7B-GGUF,abideen/DareVox-7B
TheBloke/DareVox-7B-GPTQ,abideen/DareVox-7B
RichardErkhov/abideen_-_gemma-2b-openhermes-awq,abideen/gemma-2b-openhermes/
RichardErkhov/abideen_-_gemma-2b-openhermes-gguf,abideen/gemma-2b-openhermes/
RichardErkhov/abideen_-_gemma-2b-openhermes-8bits,abideen/gemma-2b-openhermes/
RichardErkhov/abideen_-_gemma-2b-openhermes-4bits,abideen/gemma-2b-openhermes/
bartowski/gemma-7b-openhermes-exl2,abideen/gemma-7b-openhermes
RichardErkhov/abideen_-_Heimer-dpo-TinyLlama-1.1B-awq,abideen/Heimer-dpo-TinyLlama-1.1B/
RichardErkhov/abideen_-_Heimer-ipo-TinyLlama-1.1B-awq,abideen/Heimer-ipo-TinyLlama-1.1B/
RichardErkhov/abideen_-_Heimer-kto-TinyLlama-1.1B-awq,abideen/Heimer-kto-TinyLlama-1.1B/
RichardErkhov/abideen_-_MonarchCoder-7B-gguf,abideen/MonarchCoder-7B/
RichardErkhov/abideen_-_MonarchCoder-MoE-2x7B-gguf,abideen/MonarchCoder-MoE-2x7B/
TheBloke/NexoNimbus-7B-GGUF,abideen/NexoNimbus-7B
TheBloke/NexoNimbus-7B-AWQ,abideen/NexoNimbus-7B
TheBloke/NexoNimbus-7B-GPTQ,abideen/NexoNimbus-7B
RichardErkhov/abideen_-_NexoNimbus-7B-gguf,abideen/NexoNimbus-7B/
RichardErkhov/abideen_-_NexoNimbus-MoE-2x7B-gguf,abideen/NexoNimbus-MoE-2x7B/
RichardErkhov/abideen_-_Phi-3-mini-4K-instruct-cpo-simpo-gguf,abideen/Phi-3-mini-4K-instruct-cpo-simpo/
RichardErkhov/abideen_-_starcoder2-chat-gguf,abideen/starcoder2-chat/
RichardErkhov/abinayam_-_gpt-2-tamil-8bits,abinayam/gpt-2-tamil/
RichardErkhov/abinayam_-_gpt-2-tamil-4bits,abinayam/gpt-2-tamil/
RichardErkhov/abluesky0223_-_finetuned-llama-summarizer-duplicate-awq,abluesky0223/finetuned-llama-summarizer-duplicate/
RichardErkhov/absl2024_-_Phi3-Mini-4k-CustomtryTry1-gguf,absl2024/Phi3-Mini-4k-CustomtryTry1/
RichardErkhov/abubakarilyas624_-_360factors_pretrained_100example_2-gguf,abubakarilyas624/360factors_pretrained_100example_2/
RichardErkhov/abuelnasr_-_TinyLlama-1.1B-chat-dare-v1-awq,abuelnasr/TinyLlama-1.1B-chat-dare-v1/
RichardErkhov/aburnazy_-_opt-125m-alpaca-am-wiki-awq,aburnazy/opt-125m-alpaca-am-wiki/
RichardErkhov/ABX-AI_-_Infinite-Laymons-9B-gguf,ABX-AI/Infinite-Laymons-9B/
RichardErkhov/ABX-AI_-_Quantum-Citrus-9B-gguf,ABX-AI/Quantum-Citrus-9B/
RichardErkhov/ABX-AI_-_Silver-Sun-11B-gguf,ABX-AI/Silver-Sun-11B/
RichardErkhov/ABX-AI_-_Spicy-Laymonade-7B-4bits,ABX-AI/Spicy-Laymonade-7B/
RichardErkhov/ABX-AI_-_Spicy-Laymonade-7B-8bits,ABX-AI/Spicy-Laymonade-7B/
RichardErkhov/ABX-AI_-_Spicy-Laymonade-7B-gguf,ABX-AI/Spicy-Laymonade-7B/
RichardErkhov/acho98_-_gemma2-2b-it-tuned-and-merged-gguf,acho98/gemma2-2b-it-tuned-and-merged/
AchyuthGamer/OpenGPT-7b-0.1,AchyuthGamer/OpenGPT
TheBloke/Akins-3B-GPTQ,acrastt/Akins-3B
TheBloke/Akins-3B-GGUF,acrastt/Akins-3B
maddes8cht/acrastt-Bean-3B-gguf,acrastt/Bean-3B
RichardErkhov/acrastt_-_Bean-3B-4bits,acrastt/Bean-3B/
RichardErkhov/acrastt_-_Bean-3B-8bits,acrastt/Bean-3B/
RichardErkhov/acrastt_-_Bean-3B-gguf,acrastt/Bean-3B/
maddes8cht/acrastt-Griffin-3B-gguf,acrastt/Griffin-3B
neph1/sd-seer-griffin-3b,acrastt/Griffin-3B
TheBloke/Griffin-3B-GPTQ,acrastt/Griffin-3B
TheBloke/Griffin-3B-GGML,acrastt/Griffin-3B
RichardErkhov/acrastt_-_Griffin-3B-4bits,acrastt/Griffin-3B/
RichardErkhov/acrastt_-_Griffin-3B-8bits,acrastt/Griffin-3B/
RichardErkhov/acrastt_-_Griffin-3B-gguf,acrastt/Griffin-3B/
maddes8cht/acrastt-IS-LM-3B-gguf,acrastt/IS-LM-3B
TheBloke/Marx-3b-GGML,acrastt/marx-3b
TheBloke/Marx-3b-GPTQ,acrastt/marx-3b
RichardErkhov/acrastt_-_Marx-3B-V2-4bits,acrastt/Marx-3B-V2/
RichardErkhov/acrastt_-_Marx-3B-V2-8bits,acrastt/Marx-3B-V2/
RichardErkhov/acrastt_-_Marx-3B-V2-gguf,acrastt/Marx-3B-V2/
TheBloke/Marx-3B-v3-GPTQ,acrastt/Marx-3B-V3
TheBloke/Marx-3B-v3-GGUF,acrastt/Marx-3B-V3
RichardErkhov/acrastt_-_Marx-3B-4bits,acrastt/Marx-3B/
RichardErkhov/acrastt_-_Marx-3B-8bits,acrastt/Marx-3B/
RichardErkhov/acrastt_-_Marx-3B-gguf,acrastt/Marx-3B/
maddes8cht/acrastt-OmegLLaMA-3B-gguf,acrastt/OmegLLaMA-3B
RichardErkhov/acrastt_-_OmegLLaMA-3B-8bits,acrastt/OmegLLaMA-3B/
RichardErkhov/acrastt_-_OmegLLaMA-3B-4bits,acrastt/OmegLLaMA-3B/
RichardErkhov/acrastt_-_OmegLLaMA-3B-gguf,acrastt/OmegLLaMA-3B/
maddes8cht/acrastt-Puma-3B-gguf,acrastt/Puma-3B
alexedelsburg/Puma-3b-GGUF,acrastt/puma-3b
TheBloke/Puma-3b-GPTQ,acrastt/puma-3b
TheBloke/Puma-3b-GGML,acrastt/puma-3b
RichardErkhov/acrastt_-_Puma-3B-4bits,acrastt/Puma-3B/
RichardErkhov/acrastt_-_Puma-3B-8bits,acrastt/Puma-3B/
RichardErkhov/acrastt_-_Puma-3B-gguf,acrastt/Puma-3B/
RichardErkhov/acrastt_-_RedPajama-INCITE-Chat-Instruct-3B-V1-awq,acrastt/RedPajama-INCITE-Chat-Instruct-3B-V1/
RichardErkhov/acrastt_-_RedPajama-INCITE-Chat-Instruct-3B-V1-4bits,acrastt/RedPajama-INCITE-Chat-Instruct-3B-V1/
RichardErkhov/acrastt_-_RedPajama-INCITE-Chat-Instruct-3B-V1-8bits,acrastt/RedPajama-INCITE-Chat-Instruct-3B-V1/
RichardErkhov/acrastt_-_RedPajama-INCITE-Chat-Instruct-3B-V1-gguf,acrastt/RedPajama-INCITE-Chat-Instruct-3B-V1/
RichardErkhov/Aculi_-_InternLM2-Chat-20B-ToxicRP-gguf,Aculi/InternLM2-Chat-20B-ToxicRP/
RichardErkhov/Aculi_-_Llama-3.2-3B-SmartBoi-gguf,Aculi/Llama-3.2-3B-SmartBoi/
RichardErkhov/Aculi_-_Tinyllama-2B-gguf,Aculi/Tinyllama-2B/
RichardErkhov/adalbertojunior_-_llama-1b-edu-10b-neftune-gguf,adalbertojunior/llama-1b-edu-10b-neftune/
RichardErkhov/adalbertojunior_-_llama-1b-edu-10b-neftune-awq,adalbertojunior/llama-1b-edu-10b-neftune/
RichardErkhov/adalbertojunior_-_Llama-3-8B-Dolphin-Portuguese-v0.2-gguf,adalbertojunior/Llama-3-8B-Dolphin-Portuguese-v0.2/
RichardErkhov/adalbertojunior_-_Llama-3-8B-Dolphin-Portuguese-v0.3-gguf,adalbertojunior/Llama-3-8B-Dolphin-Portuguese-v0.3/
RichardErkhov/adalbertojunior_-_Llama-3-8B-Dolphin-Portuguese-gguf,adalbertojunior/Llama-3-8B-Dolphin-Portuguese/
RichardErkhov/adalbertojunior_-_Llama-3-8B-Instruct-Portuguese-v0.3-gguf,adalbertojunior/Llama-3-8B-Instruct-Portuguese-v0.3/
RichardErkhov/adalbertojunior_-_Llama-3-8B-Instruct-Portuguese-v0.4-gguf,adalbertojunior/Llama-3-8B-Instruct-Portuguese-v0.4/
RichardErkhov/adalbertojunior_-_NeuralDaredevil-Dolphin-Portuguese-gguf,adalbertojunior/NeuralDaredevil-Dolphin-Portuguese/
RichardErkhov/adalbertojunior_-_Qwen1.5-32B-Dolphin-Portuguese-v0.1-gguf,adalbertojunior/Qwen1.5-32B-Dolphin-Portuguese-v0.1/
RichardErkhov/AdamLucek_-_Orpo-Llama-3.2-1B-15k-awq,AdamLucek/Orpo-Llama-3.2-1B-15k/
RichardErkhov/AdamLucek_-_Orpo-Llama-3.2-1B-15k-gguf,AdamLucek/Orpo-Llama-3.2-1B-15k/
RichardErkhov/AdamLucek_-_Orpo-Llama-3.2-1B-40k-awq,AdamLucek/Orpo-Llama-3.2-1B-40k/
RichardErkhov/adamo1139_-_aya-expanse-32b-ungated-gguf,adamo1139/aya-expanse-32b-ungated/
RichardErkhov/adamo1139_-_Llama-3-8B-AEZAKMI-run1-gguf,adamo1139/Llama-3-8B-AEZAKMI-run1/
RichardErkhov/adamo1139_-_LWM-7B-1M-1000000ctx-AEZAKMI-3_1-1702-gguf,adamo1139/LWM-7B-1M-1000000ctx-AEZAKMI-3_1-1702/
TheBloke/Mistral-7B-AEZAKMI-v1-AWQ,adamo1139/Mistral-7B-AEZAKMI-v1
TheBloke/Mistral-7B-AEZAKMI-v1-GGUF,adamo1139/Mistral-7B-AEZAKMI-v1
TheBloke/Mistral-7B-AEZAKMI-v1-GPTQ,adamo1139/Mistral-7B-AEZAKMI-v1
RichardErkhov/adamo1139_-_Mistral-7B-AEZAKMI-v1-gguf,adamo1139/Mistral-7B-AEZAKMI-v1/
RichardErkhov/adamo1139_-_Mistral-7B-AEZAKMI-v2-gguf,adamo1139/Mistral-7B-AEZAKMI-v2/
RichardErkhov/adamo1139_-_Yi-34b-200K-AEZAKMI-RAW-TOXIC-2702-gguf,adamo1139/Yi-34b-200K-AEZAKMI-RAW-TOXIC-2702/
RichardErkhov/adamo1139_-_Yi-34B-200K-AEZAKMI-RAW-TOXIC-XLCTX-2303-gguf,adamo1139/Yi-34B-200K-AEZAKMI-RAW-TOXIC-XLCTX-2303/
TheBloke/Yi-34B-200K-AEZAKMI-v2-AWQ,adamo1139/Yi-34B-200K-AEZAKMI-v2
TheBloke/Yi-34B-200K-AEZAKMI-v2-GPTQ,adamo1139/Yi-34B-200K-AEZAKMI-v2
TheBloke/Yi-34B-200K-AEZAKMI-v2-GGUF,adamo1139/Yi-34B-200K-AEZAKMI-v2
RichardErkhov/adamo1139_-_Yi-34B-200K-AEZAKMI-v2-gguf,adamo1139/Yi-34B-200K-AEZAKMI-v2/
RichardErkhov/adamo1139_-_Yi-34B-AEZAKMI-v1-gguf,adamo1139/Yi-34B-AEZAKMI-v1/
RichardErkhov/adamo1139_-_Yi-6B-200K-AEZAKMI-v2-gguf,adamo1139/Yi-6B-200K-AEZAKMI-v2/
RichardErkhov/AdamyaG_-_Qwen2-1.5B-Instruct-gguf,AdamyaG/Qwen2-1.5B-Instruct/
TheBloke/finance-chat-AWQ,AdaptLLM/finance-chat
TheBloke/finance-chat-GPTQ,AdaptLLM/finance-chat
TheBloke/finance-chat-GGUF,AdaptLLM/finance-chat
andrijdavid/finance-chat-GGUF,AdaptLLM/finance-chat
RichardErkhov/AdaptLLM_-_finance-chat-gguf,AdaptLLM/finance-chat/
janhq/finance-llm-GGUF,AdaptLLM/finance-LLM
TheBloke/finance-LLM-AWQ,AdaptLLM/finance-LLM
TheBloke/finance-LLM-GPTQ,AdaptLLM/finance-LLM
TheBloke/finance-LLM-GGUF,AdaptLLM/finance-LLM
TheBloke/finance-LLM-13B-GPTQ,AdaptLLM/finance-LLM-13B
TheBloke/finance-LLM-13B-AWQ,AdaptLLM/finance-LLM-13B
TheBloke/finance-LLM-13B-GGUF,AdaptLLM/finance-LLM-13B
TheBloke/law-chat-GPTQ,AdaptLLM/law-chat
TheBloke/law-chat-AWQ,AdaptLLM/law-chat
TheBloke/law-chat-GGUF,AdaptLLM/law-chat
TheBloke/law-LLM-GGUF,AdaptLLM/law-LLM
TheBloke/law-LLM-AWQ,AdaptLLM/law-LLM
TheBloke/law-LLM-GPTQ,AdaptLLM/law-LLM
TheBloke/law-LLM-13B-GGUF,AdaptLLM/law-LLM-13B
TheBloke/law-LLM-13B-AWQ,AdaptLLM/law-LLM-13B
TheBloke/law-LLM-13B-GPTQ,AdaptLLM/law-LLM-13B
RichardErkhov/AdaptLLM_-_law-LLM-13B-gguf,AdaptLLM/law-LLM-13B/
TheBloke/medicine-chat-GGUF,AdaptLLM/medicine-chat
TheBloke/medicine-chat-AWQ,AdaptLLM/medicine-chat
TheBloke/medicine-chat-GPTQ,AdaptLLM/medicine-chat
MaziyarPanahi/medicine-chat-GGUF,AdaptLLM/medicine-chat
RichardErkhov/AdaptLLM_-_medicine-chat-gguf,AdaptLLM/medicine-chat/
janhq/medicine-llm-GGUF,AdaptLLM/medicine-LLM
TheBloke/medicine-LLM-AWQ,AdaptLLM/medicine-LLM
TheBloke/medicine-LLM-GPTQ,AdaptLLM/medicine-LLM
TheBloke/medicine-LLM-GGUF,AdaptLLM/medicine-LLM
EditorZ/medllm,AdaptLLM/medicine-LLM
TheBloke/medicine-LLM-13B-GPTQ,AdaptLLM/medicine-LLM-13B
TheBloke/medicine-LLM-13B-GGUF,AdaptLLM/medicine-LLM-13B
TheBloke/medicine-LLM-13B-AWQ,AdaptLLM/medicine-LLM-13B
RichardErkhov/AdaptLLM_-_medicine-LLM-13B-gguf,AdaptLLM/medicine-LLM-13B/
RichardErkhov/AdaptLLM_-_medicine-LLM-gguf,AdaptLLM/medicine-LLM/
RichardErkhov/adept_-_fuyu-8b-8bits,adept/fuyu-8b/
RichardErkhov/adept_-_fuyu-8b-4bits,adept/fuyu-8b/
maddes8cht/adept-persimmon-8b-base-gguf,adept/persimmon-8b-base
OpenVINO/persimmon-8b-chat-fp16-ov,adept/persimmon-8b-chat
OpenVINO/persimmon-8b-chat-int4-ov,adept/persimmon-8b-chat
OpenVINO/persimmon-8b-chat-int8-ov,adept/persimmon-8b-chat
maddes8cht/adept-persimmon-8b-chat-gguf,adept/persimmon-8b-chat
RichardErkhov/aditi2212_-_roberta-finetuned-ChennaiQA-final-8bits,aditi2212/roberta-finetuned-ChennaiQA-final/
RichardErkhov/aditi2212_-_roberta-finetuned-ChennaiQA-final-4bits,aditi2212/roberta-finetuned-ChennaiQA-final/
RichardErkhov/Aditya685_-_Upshot-NeuralHermes-2.5-Mistral-7B-slerp-gguf,Aditya685/Upshot-NeuralHermes-2.5-Mistral-7B-slerp/
RichardErkhov/AdityaLavaniya_-_TinyLlama-Fitness-Instructor-gguf,AdityaLavaniya/TinyLlama-Fitness-Instructor/
RichardErkhov/AdityaLavaniya_-_TinyLlama-Fitness-Instructor-awq,AdityaLavaniya/TinyLlama-Fitness-Instructor/
RichardErkhov/admincybers2_-_sentinal-gguf,admincybers2/sentinal/
TheBloke/LLaMA_2_13B_SFT_v1-GPTQ,adonlee/LLaMA_2_13B_SFT_v1
TheBloke/LLaMA_2_13B_SFT_v1-AWQ,adonlee/LLaMA_2_13B_SFT_v1
TheBloke/LLaMA_2_13B_SFT_v1-GGUF,adonlee/LLaMA_2_13B_SFT_v1
RichardErkhov/adonlee_-_LLaMA_2_13B_SFT_v1.5-gguf,adonlee/LLaMA_2_13B_SFT_v1.5/
RichardErkhov/adonlee_-_Mistral_7B_SFT_DPO_v0-gguf,adonlee/Mistral_7B_SFT_DPO_v0/
RichardErkhov/adsazad_-_test_trainer-awq,adsazad/test_trainer/
RichardErkhov/aegon-h_-_TinyLlama-1.1B-4bits,aegon-h/TinyLlama-1.1B/
RichardErkhov/aegon-h_-_TinyLlama-1.1B-8bits,aegon-h/TinyLlama-1.1B/
RichardErkhov/aegon-h_-_TinyLlama-1.1B-gguf,aegon-h/TinyLlama-1.1B/
RichardErkhov/AELLM_-_gemma-2-aeria-9b-gguf,AELLM/gemma-2-aeria-9b/
RichardErkhov/AELLM_-_gemma-2-aeria-infinity-9b-gguf,AELLM/gemma-2-aeria-infinity-9b/
RichardErkhov/AELLM_-_gemma-2-lyco-infinity-9b-gguf,AELLM/gemma-2-lyco-infinity-9b/
RichardErkhov/AELLM_-_Llama-3.2-Chibi-3B-gguf,AELLM/Llama-3.2-Chibi-3B/
RichardErkhov/aeonium_-_Aeonium-v0-Base-1B-awq,aeonium/Aeonium-v0-Base-1B/
RichardErkhov/aeonium_-_Aeonium-v1-Base-1B-awq,aeonium/Aeonium-v1-Base-1B/
RichardErkhov/aerdincdal_-_CBDDO-LLM-8B-Instruct-v1-gguf,aerdincdal/CBDDO-LLM-8B-Instruct-v1/
Mirsad/Cerebrum-1.0-7b-GGUF,AetherResearch/Cerebrum-1.0-7b
janhq/cerebrum-1.0-7b-GGUF,AetherResearch/Cerebrum-1.0-7b
bartowski/Cerebrum-1.0-7b-exl2,AetherResearch/Cerebrum-1.0-7b
bartowski/Cerebrum-1.0-7b-GGUF,AetherResearch/Cerebrum-1.0-7b
RichardErkhov/AetherResearch_-_Cerebrum-1.0-7b-gguf,AetherResearch/Cerebrum-1.0-7b/
bartowski/Cerebrum-1.0-8x7b-GGUF-old,AetherResearch/Cerebrum-1.0-8x7b
bartowski/Cerebrum-1.0-8x7b-exl2,AetherResearch/Cerebrum-1.0-8x7b
bartowski/Cerebrum-1.0-8x7b-GGUF,AetherResearch/Cerebrum-1.0-8x7b
CISCai/Cerebrum-1.0-8x7b-SOTA-GGUF,AetherResearch/Cerebrum-1.0-8x7b
RichardErkhov/aetherwiing_-_MN-12B-Starcannon-v1-gguf,aetherwiing/MN-12B-Starcannon-v1/
Reiterate3680/MN-12B-Starcannon-v2-GGUF,aetherwiing/MN-12B-Starcannon-v2
RichardErkhov/aetherwiing_-_MN-12B-Starcannon-v2-gguf,aetherwiing/MN-12B-Starcannon-v2/
FuturisticVibes/MN-12B-Starcannon-v3-8.0bpw-h8-exl2,aetherwiing/MN-12B-Starcannon-v3
Reiterate3680/MN-12B-Starcannon-v3-GGUF,aetherwiing/MN-12B-Starcannon-v3
bartowski/MN-12B-Starcannon-v3-GGUF,aetherwiing/MN-12B-Starcannon-v3
RichardErkhov/aetherwiing_-_MN-12B-Starsong-v1-gguf,aetherwiing/MN-12B-Starsong-v1/
RichardErkhov/aflah_-_llama-3-8b-Instruct-bnb-4bit__Climate-Science-Epochs-1__Merge-to-16-bit-gguf,aflah/llama-3-8b-Instruct-bnb-4bit__Climate-Science-Epochs-1__Merge-to-16-bit/
RichardErkhov/afrizalha_-_Bakpia-V1-0.5B-Javanese-awq,afrizalha/Bakpia-V1-0.5B-Javanese/
RichardErkhov/afrizalha_-_Bakpia-V1-1.5B-Javanese-gguf,afrizalha/Bakpia-V1-1.5B-Javanese/
MaziyarPanahi/Kancil-V1-llama3-fp16-GGUF,afrizalha/Kancil-V1-llama3-fp16
RichardErkhov/AGBonnet_-_medinote-7b-gguf,AGBonnet/medinote-7b/
rristo/mlong-t5-tglobal-base-et-riigikogu-summary,agemagician/mlong-t5-tglobal-base
dantepalacio/ruLongT5-Large,agemagician/mlong-t5-tglobal-large
RichardErkhov/agent-husky_-_husky-v1-math-deepseekmath-7b-instruct-gguf,agent-husky/husky-v1-math-deepseekmath-7b-instruct/
RichardErkhov/AgentGym_-_AgentEvol-7B-gguf,AgentGym/AgentEvol-7B/
MaziyarPanahi/Llama3.1-vodka-GGUF,agentlans/Llama3.1-vodka
MaziyarPanahi/albertlight-7b-GGUF,AgentPublic/albertlight-7b
RichardErkhov/AgentPublic_-_albertlight-7b-gguf,AgentPublic/albertlight-7b/
MaziyarPanahi/Faust-GGUF,AgentPublic/Faust
MaziyarPanahi/guillaumetell-7b-GGUF,AgentPublic/guillaumetell-7b
solidrust/guillaumetell-7b-AWQ,AgentPublic/guillaumetell-7b
RichardErkhov/AgentPublic_-_guillaumetell-7b-gguf,AgentPublic/guillaumetell-7b/
RichardErkhov/AgentPublic_-_llama3-instruct-8b-gguf,AgentPublic/llama3-instruct-8b/
MaziyarPanahi/LlaMAndement-13b-GGUF,AgentPublic/LlaMAndement-13b
MaziyarPanahi/LlaMAndement-7b-GGUF,AgentPublic/LlaMAndement-7b
bartowski/Artificium-llama3.1-8B-001-exl2,AGI-0/Artificium-llama3.1-8B-001
bartowski/Artificium-llama3.1-8B-001-GGUF,AGI-0/Artificium-llama3.1-8B-001
RichardErkhov/Agnuxo_-_Agente-GPT-Qwen-2.5-7B-Spanish_16bit-gguf,Agnuxo/Agente-GPT-Qwen-2.5-7B-Spanish_16bit/
Agnuxo/Phi-3.5-ORPO_tron-Instruct_CODE_Python_English_Asistant-16bit-v2,Agnuxo/Phi-3.5
Agnuxo/Phi-3.5-ORPO_tron-Instruct_CODE_Python_Spanish_English_16bit,Agnuxo/Phi-3.5
RichardErkhov/Agnuxo_-_Qwen2_0.5B_Spanish_English_raspberry_pi5_16bit-awq,Agnuxo/Qwen2_0.5B_Spanish_English_raspberry_pi5_16bit/
RichardErkhov/Agnuxo_-_Qwen2-1.5B-Instruct_MOE_BIOLOGY_assistant-CODE-Python_16bit-awq,Agnuxo/Qwen2-1.5B-Instruct_MOE_BIOLOGY_assistant-CODE-Python_16bit/
